pid,semitic_codes
3794,"[62, 7, 60]"
3795,"[62, 35, 50]"
3796,"[1, 2, 29]"
3797,"[5, 26, 49]"
3798,"[62, 0, 14]"
3799,"[52, 13, 4]"
3800,"[62, 5, 21]"
3801,"[62, 56, 18]"
3802,"[62, 29, 8]"
3803,"[42, 25, 15]"
3804,"[22, 23, 15]"
3805,"[53, 50, 12]"
3806,"[46, 54, 36]"
3807,"[62, 51, 63]"
3808,"[62, 1, 32]"
3809,"[53, 61, 46]"
3810,"[46, 61, 37]"
3811,"[62, 47, 56]"
3812,"[60, 60, 51]"
3813,"[20, 31, 36]"
3814,"[62, 36, 7]"
3815,"[62, 17, 27]"
3816,"[52, 30, 38]"
3817,"[21, 41, 30]"
3818,"[20, 31, 36]"
3819,"[20, 31, 2]"
3820,"[21, 48, 16]"
3821,"[52, 62, 35]"
3822,"[0, 10, 6]"
3823,"[52, 44, 45]"
3824,"[62, 43, 24]"
3825,"[23, 14, 55]"
3826,"[52, 4, 4]"
3827,"[8, 39, 20]"
3828,"[62, 63, 43]"
3829,"[29, 3, 26]"
3830,"[33, 53, 47]"
3831,"[62, 38, 34]"
3832,"[62, 16, 22]"
3833,"[52, 8, 43]"
3834,"[52, 11, 61]"
3835,"[62, 55, 44]"
3836,"[62, 7, 60]"
3837,"[1, 12, 7]"
3838,"[52, 28, 40]"
3839,"[22, 17, 47]"
3840,"[42, 22, 61]"
3841,"[62, 17, 53]"
3842,"[42, 25, 39]"
3843,"[62, 43, 39]"
3844,"[62, 5, 21]"
3845,"[41, 38, 41]"
3846,"[62, 43, 24]"
3847,"[22, 10, 54]"
3848,"[62, 63, 43]"
3849,"[62, 51, 26]"
3850,"[62, 63, 43]"
3851,"[8, 39, 51]"
3852,"[35, 53, 5]"
3853,"[29, 26, 49]"
3854,"[62, 37, 31]"
3855,"[62, 32, 42]"
3856,"[51, 52, 29]"
3857,"[62, 16, 33]"
3858,"[1, 13, 52]"
3859,"[1, 12, 13]"
3860,"[62, 62, 9]"
3861,"[48, 3, 27]"
3862,"[29, 4, 30]"
3863,"[4, 15, 17]"
3864,"[57, 45, 13]"
3865,"[62, 20, 3]"
3866,"[62, 27, 48]"
3867,"[62, 27, 36]"
3868,"[62, 19, 42]"
3869,"[62, 40, 3]"
3870,"[20, 35, 10]"
3871,"[57, 36, 7]"
3872,"[1, 22, 45]"
3873,"[62, 20, 58]"
3874,"[62, 59, 10]"
3875,"[1, 60, 40]"
3876,"[1, 58, 60]"
3877,"[49, 28, 38]"
3878,"[52, 15, 17]"
3879,"[8, 9, 12]"
3880,"[20, 31, 2]"
3881,"[62, 44, 8]"
3882,"[62, 62, 41]"
3883,"[62, 46, 32]"
3884,"[20, 31, 2]"
3885,"[62, 37, 35]"
3886,"[62, 0, 23]"
3887,"[62, 34, 62]"
3888,"[62, 59, 34]"
3889,"[62, 1, 37]"
3890,"[62, 55, 56]"
3891,"[1, 12, 25]"
3892,"[62, 57, 0]"
3893,"[52, 32, 45]"
3894,"[27, 7, 48]"
3895,"[63, 48, 59]"
3896,"[62, 27, 40]"
3897,"[20, 47, 9]"
3898,"[62, 23, 33]"
3899,"[62, 10, 8]"
3900,"[62, 40, 37]"
3901,"[9, 24, 47]"
3902,"[22, 41, 30]"
3903,"[52, 26, 18]"
3904,"[62, 18, 50]"
3905,"[22, 49, 11]"
3906,"[62, 33, 14]"
3907,"[21, 6, 11]"
3908,"[62, 46, 56]"
3909,"[62, 18, 22]"
3910,"[52, 60, 23]"
3911,"[62, 51, 44]"
3912,"[62, 27, 31]"
3913,"[1, 12, 25]"
3914,"[52, 11, 6]"
3915,"[62, 9, 51]"
3916,"[19, 24, 20]"
3917,"[52, 47, 5]"
3918,"[53, 50, 49]"
3919,"[62, 33, 14]"
3920,"[52, 30, 53]"
3921,"[27, 39, 59]"
3922,"[62, 28, 57]"
3923,"[22, 30, 6]"
3924,"[1, 16, 22]"
3925,"[7, 25, 49]"
3926,"[28, 29, 29]"
3927,"[61, 14, 46]"
3928,"[4, 50, 28]"
3929,"[42, 21, 42]"
3930,"[62, 8, 43]"
3931,"[62, 5, 21]"
3932,"[52, 13, 54]"
3933,"[13, 61, 47]"
3934,"[27, 61, 1]"
3935,"[1, 58, 15]"
3936,"[62, 14, 47]"
3937,"[62, 63, 50]"
3938,"[3, 4, 18]"
3939,"[62, 37, 30]"
3940,"[1, 2, 27]"
3941,"[42, 56, 18]"
3942,"[59, 56, 1]"
3943,"[15, 21, 26]"
3944,"[1, 19, 16]"
3945,"[49, 23, 22]"
3946,"[62, 42, 16]"
3947,"[10, 42, 31]"
3948,"[46, 54, 12]"
3949,"[13, 38, 35]"
3950,"[62, 62, 37]"
3951,"[62, 51, 63]"
3952,"[14, 14, 55]"
3953,"[46, 54, 36]"
3954,"[62, 44, 8]"
3955,"[62, 48, 62]"
3956,"[1, 55, 19]"
3957,"[62, 1, 19]"
3958,"[62, 35, 58]"
3959,"[27, 6, 52]"
3960,"[62, 7, 60]"
3961,"[29, 35, 61]"
3962,"[7, 17, 55]"
3963,"[20, 11, 2]"
3964,"[62, 1, 21]"
3965,"[62, 44, 60]"
3966,"[0, 52, 4]"
3967,"[62, 36, 44]"
3968,"[62, 62, 37]"
3969,"[62, 43, 24]"
3970,"[62, 51, 44]"
3971,"[52, 24, 38]"
3972,"[38, 48, 10]"
3973,"[29, 13, 23]"
3974,"[21, 10, 58]"
3975,"[62, 60, 23]"
3976,"[20, 31, 2]"
3977,"[22, 50, 9]"
3978,"[26, 26, 11]"
3979,"[62, 63, 42]"
3980,"[62, 7, 57]"
3981,"[62, 47, 57]"
3982,"[62, 36, 25]"
3983,"[63, 54, 42]"
3984,"[62, 42, 40]"
3985,"[62, 49, 37]"
3986,"[17, 17, 1]"
3987,"[62, 27, 4]"
3988,"[1, 2, 15]"
3989,"[42, 19, 31]"
3990,"[52, 47, 9]"
3991,"[49, 41, 59]"
3992,"[62, 50, 29]"
3993,"[40, 52, 44]"
3994,"[39, 23, 38]"
3995,"[10, 38, 16]"
3996,"[8, 39, 12]"
3997,"[62, 16, 60]"
3998,"[62, 52, 5]"
3999,"[48, 3, 27]"
4000,"[62, 56, 52]"
4001,"[52, 11, 10]"
4002,"[62, 12, 25]"
4003,"[41, 20, 51]"
4004,"[13, 6, 53]"
4005,"[7, 22, 3]"
4006,"[52, 11, 35]"
4007,"[41, 15, 59]"
4008,"[62, 29, 34]"
4009,"[46, 6, 35]"
4010,"[25, 48, 0]"
4011,"[52, 32, 47]"
4012,"[17, 17, 48]"
4013,"[52, 46, 18]"
4014,"[52, 45, 18]"
4015,"[62, 49, 22]"
4016,"[62, 2, 53]"
4017,"[62, 46, 32]"
4018,"[28, 28, 55]"
4019,"[62, 42, 12]"
4020,"[10, 13, 4]"
4021,"[62, 27, 17]"
4022,"[28, 63, 17]"
4023,"[1, 35, 63]"
4024,"[62, 16, 22]"
4025,"[26, 30, 11]"
4026,"[49, 54, 28]"
4027,"[10, 41, 60]"
4028,"[62, 35, 50]"
4029,"[35, 21, 49]"
4030,"[35, 29, 29]"
4031,"[52, 11, 58]"
4032,"[62, 63, 15]"
4033,"[20, 31, 2]"
4034,"[52, 10, 52]"
4035,"[17, 17, 54]"
4036,"[49, 39, 59]"
4037,"[42, 19, 46]"
4038,"[62, 56, 33]"
4039,"[62, 27, 31]"
4040,"[62, 59, 30]"
4041,"[62, 27, 31]"
4042,"[0, 8, 43]"
4043,"[1, 58, 60]"
4044,"[19, 7, 20]"
4045,"[52, 5, 61]"
4046,"[8, 4, 26]"
4047,"[61, 61, 19]"
4048,"[52, 9, 46]"
4049,"[48, 4, 27]"
4050,"[62, 36, 7]"
4051,"[7, 9, 3]"
4052,"[52, 32, 61]"
4053,"[17, 17, 28]"
4054,"[62, 57, 0]"
4055,"[49, 23, 59]"
4056,"[62, 27, 47]"
4057,"[45, 53, 39]"
4058,"[4, 59, 13]"
4059,"[19, 24, 20]"
4060,"[62, 34, 37]"
4061,"[12, 37, 3]"
4062,"[45, 40, 63]"
4063,"[1, 22, 21]"
4064,"[62, 33, 14]"
4065,"[22, 1, 30]"
4066,"[52, 14, 61]"
4067,"[62, 43, 34]"
4068,"[26, 6, 6]"
4069,"[52, 30, 31]"
4070,"[27, 61, 21]"
4071,"[51, 25, 1]"
4072,"[1, 18, 50]"
4073,"[1, 12, 7]"
4074,"[62, 14, 41]"
4075,"[25, 26, 6]"
4076,"[52, 24, 8]"
4077,"[62, 55, 56]"
4078,"[45, 40, 39]"
4079,"[63, 8, 43]"
4080,"[62, 27, 31]"
4081,"[21, 60, 11]"
4082,"[62, 1, 32]"
4083,"[8, 20, 51]"
4084,"[1, 55, 21]"
4085,"[62, 34, 23]"
4086,"[1, 40, 5]"
4087,"[61, 54, 19]"
4088,"[62, 34, 62]"
4089,"[62, 0, 8]"
4090,"[62, 5, 14]"
4091,"[33, 21, 4]"
4092,"[62, 57, 34]"
4093,"[53, 3, 26]"
4094,"[62, 33, 13]"
4095,"[10, 38, 44]"
4096,"[32, 1, 1]"
4097,"[62, 57, 59]"
4098,"[8, 9, 51]"
4099,"[1, 58, 37]"
4100,"[62, 18, 63]"
4101,"[42, 19, 40]"
4102,"[1, 16, 9]"
4103,"[57, 14, 32]"
4104,"[5, 26, 49]"
4105,"[1, 60, 11]"
4106,"[45, 35, 29]"
4107,"[26, 39, 13]"
4108,"[20, 28, 13]"
4109,"[60, 39, 55]"
4110,"[52, 8, 35]"
4111,"[3, 11, 54]"
4112,"[62, 36, 25]"
4113,"[3, 49, 16]"
4114,"[38, 48, 53]"
4115,"[48, 19, 20]"
4116,"[62, 59, 0]"
4117,"[53, 61, 4]"
4118,"[57, 44, 60]"
4119,"[62, 52, 3]"
4120,"[62, 29, 34]"
4121,"[62, 23, 22]"
4122,"[42, 40, 46]"
4123,"[62, 51, 24]"
4124,"[52, 4, 54]"
4125,"[62, 59, 2]"
4126,"[42, 50, 61]"
4127,"[33, 13, 38]"
4128,"[7, 41, 3]"
4129,"[12, 5, 31]"
4130,"[62, 7, 60]"
4131,"[27, 61, 5]"
4132,"[62, 14, 36]"
4133,"[52, 24, 8]"
4134,"[7, 21, 48]"
4135,"[21, 10, 4]"
4136,"[48, 24, 5]"
4137,"[62, 36, 7]"
4138,"[52, 32, 41]"
4139,"[52, 45, 2]"
4140,"[62, 62, 0]"
4141,"[0, 62, 45]"
4142,"[62, 8, 43]"
4143,"[48, 17, 27]"
4144,"[38, 48, 59]"
4145,"[62, 55, 6]"
4146,"[8, 47, 35]"
4147,"[7, 60, 23]"
4148,"[52, 35, 10]"
4149,"[62, 0, 21]"
4150,"[62, 34, 16]"
4151,"[62, 27, 34]"
4152,"[62, 33, 57]"
4153,"[62, 63, 44]"
4154,"[1, 12, 7]"
4155,"[45, 40, 52]"
4156,"[36, 24, 58]"
4157,"[57, 3, 47]"
4158,"[62, 36, 10]"
4159,"[33, 13, 28]"
4160,"[12, 5, 2]"
4161,"[62, 20, 27]"
4162,"[46, 54, 36]"
4163,"[38, 7, 62]"
4164,"[62, 55, 50]"
4165,"[62, 43, 37]"
4166,"[62, 41, 23]"
4167,"[57, 25, 39]"
4168,"[62, 33, 57]"
4169,"[57, 52, 39]"
4170,"[57, 37, 41]"
4171,"[62, 56, 22]"
4172,"[62, 0, 42]"
4173,"[9, 21, 29]"
4174,"[3, 42, 43]"
4175,"[62, 0, 56]"
4176,"[52, 46, 18]"
4177,"[62, 30, 38]"
4178,"[62, 23, 33]"
4179,"[62, 16, 15]"
4180,"[10, 27, 31]"
4181,"[19, 9, 48]"
4182,"[62, 57, 19]"
4183,"[1, 2, 30]"
4184,"[32, 1, 18]"
4185,"[62, 34, 15]"
4186,"[62, 29, 14]"
4187,"[57, 37, 30]"
4188,"[62, 12, 25]"
4189,"[52, 46, 36]"
4190,"[57, 37, 30]"
4191,"[62, 43, 34]"
4192,"[46, 6, 52]"
4193,"[62, 44, 60]"
4194,"[53, 4, 26]"
4195,"[52, 62, 5]"
4196,"[26, 31, 51]"
4197,"[62, 31, 14]"
4198,"[1, 22, 21]"
4199,"[62, 20, 63]"
4200,"[62, 42, 42]"
4201,"[7, 41, 49]"
4202,"[62, 38, 57]"
4203,"[62, 53, 45]"
4204,"[24, 22, 45]"
4205,"[57, 58, 62]"
4206,"[21, 32, 17]"
4207,"[52, 26, 54]"
4208,"[27, 44, 26]"
4209,"[26, 6, 36]"
4210,"[26, 25, 4]"
4211,"[28, 28, 46]"
4212,"[62, 30, 53]"
4213,"[17, 17, 56]"
4214,"[4, 50, 20]"
4215,"[62, 51, 44]"
4216,"[24, 53, 1]"
4217,"[42, 30, 6]"
4218,"[62, 38, 8]"
4219,"[57, 3, 47]"
4220,"[36, 15, 12]"
4221,"[46, 54, 9]"
4222,"[62, 56, 19]"
4223,"[57, 3, 12]"
4224,"[62, 1, 13]"
4225,"[62, 32, 21]"
4226,"[62, 34, 62]"
4227,"[62, 19, 44]"
4228,"[62, 44, 60]"
4229,"[62, 8, 43]"
4230,"[62, 29, 24]"
4231,"[62, 42, 14]"
4232,"[26, 25, 28]"
4233,"[62, 34, 62]"
4234,"[8, 22, 12]"
4235,"[62, 20, 51]"
4236,"[62, 14, 36]"
4237,"[26, 6, 28]"
4238,"[62, 58, 37]"
4239,"[52, 10, 52]"
4240,"[45, 40, 63]"
4241,"[52, 47, 17]"
4242,"[46, 54, 2]"
4243,"[62, 0, 7]"
4244,"[3, 26, 17]"
4245,"[62, 9, 32]"
4246,"[62, 43, 13]"
4247,"[62, 42, 57]"
4248,"[8, 59, 10]"
4249,"[62, 27, 34]"
4250,"[57, 3, 47]"
4251,"[28, 50, 61]"
4252,"[52, 4, 6]"
4253,"[52, 11, 11]"
4254,"[62, 0, 32]"
4255,"[26, 59, 51]"
4256,"[62, 47, 10]"
4257,"[52, 13, 54]"
4258,"[1, 55, 56]"
4259,"[13, 11, 45]"
4260,"[22, 23, 37]"
4261,"[62, 5, 21]"
4262,"[62, 44, 13]"
4263,"[62, 63, 44]"
4264,"[52, 46, 31]"
4265,"[62, 37, 18]"
4266,"[62, 45, 22]"
4267,"[62, 18, 50]"
4268,"[52, 28, 36]"
4269,"[57, 3, 44]"
4270,"[15, 43, 4]"
4271,"[1, 12, 7]"
4272,"[62, 56, 33]"
4273,"[52, 22, 16]"
4274,"[62, 58, 8]"
4275,"[49, 45, 42]"
4276,"[57, 36, 25]"
4277,"[62, 32, 0]"
4278,"[2, 7, 48]"
4279,"[9, 9, 26]"
4280,"[1, 44, 16]"
4281,"[62, 36, 14]"
4282,"[62, 51, 63]"
4283,"[62, 55, 56]"
4284,"[63, 33, 3]"
4285,"[52, 15, 4]"
4286,"[62, 7, 60]"
4287,"[45, 13, 54]"
4288,"[7, 60, 23]"
4289,"[62, 51, 44]"
4290,"[51, 38, 1]"
4291,"[62, 49, 35]"
4292,"[35, 41, 20]"
4293,"[62, 58, 60]"
4294,"[62, 62, 11]"
4295,"[48, 14, 27]"
4296,"[63, 21, 59]"
4297,"[52, 46, 18]"
4298,"[5, 26, 49]"
4299,"[8, 31, 53]"
4300,"[62, 52, 41]"
4301,"[16, 61, 27]"
4302,"[17, 17, 1]"
4303,"[62, 16, 22]"
4304,"[52, 10, 52]"
4305,"[63, 24, 47]"
4306,"[57, 27, 46]"
4307,"[62, 57, 57]"
4308,"[62, 8, 43]"
4309,"[36, 30, 46]"
4310,"[53, 4, 26]"
4311,"[8, 35, 26]"
4312,"[35, 56, 55]"
4313,"[13, 38, 29]"
4314,"[62, 0, 7]"
4315,"[62, 33, 3]"
4316,"[62, 2, 22]"
4317,"[62, 20, 51]"
4318,"[57, 37, 39]"
4319,"[62, 63, 15]"
4320,"[45, 6, 38]"
4321,"[58, 60, 40]"
4322,"[13, 15, 29]"
4323,"[62, 45, 23]"
4324,"[62, 19, 30]"
4325,"[21, 48, 10]"
4326,"[49, 39, 6]"
4327,"[46, 54, 9]"
4328,"[62, 17, 55]"
4329,"[20, 31, 2]"
4330,"[19, 24, 20]"
4331,"[19, 21, 30]"
4332,"[1, 12, 16]"
4333,"[26, 25, 35]"
4334,"[13, 33, 3]"
4335,"[62, 49, 38]"
4336,"[41, 24, 35]"
4337,"[62, 29, 34]"
4338,"[57, 37, 39]"
4339,"[52, 23, 54]"
4340,"[38, 48, 63]"
4341,"[62, 62, 33]"
4342,"[2, 39, 58]"
4343,"[2, 53, 48]"
4344,"[22, 30, 31]"
4345,"[61, 53, 19]"
4346,"[62, 40, 5]"
4347,"[42, 50, 61]"
4348,"[1, 18, 50]"
4349,"[62, 28, 45]"
4350,"[35, 2, 58]"
4351,"[41, 41, 8]"
4352,"[5, 39, 29]"
4353,"[41, 23, 55]"
4354,"[62, 14, 41]"
4355,"[21, 42, 11]"
4356,"[52, 46, 61]"
4357,"[41, 3, 55]"
4358,"[62, 59, 39]"
4359,"[62, 33, 15]"
4360,"[62, 48, 27]"
4361,"[28, 9, 46]"
4362,"[62, 0, 22]"
4363,"[62, 1, 7]"
4364,"[42, 27, 31]"
4365,"[62, 56, 33]"
4366,"[52, 13, 54]"
4367,"[26, 6, 13]"
4368,"[4, 56, 51]"
4369,"[52, 11, 6]"
4370,"[41, 26, 8]"
4371,"[19, 24, 1]"
4372,"[62, 33, 14]"
4373,"[7, 46, 3]"
4374,"[62, 43, 34]"
4375,"[62, 37, 9]"
4376,"[61, 29, 16]"
4377,"[62, 30, 33]"
4378,"[20, 31, 2]"
4379,"[62, 37, 35]"
4380,"[13, 54, 29]"
4381,"[62, 57, 59]"
4382,"[62, 8, 43]"
4383,"[40, 6, 38]"
4384,"[53, 38, 49]"
4385,"[62, 19, 50]"
4386,"[0, 10, 47]"
4387,"[59, 30, 46]"
4388,"[58, 27, 4]"
4389,"[1, 12, 25]"
4390,"[62, 32, 57]"
4391,"[8, 19, 42]"
4392,"[8, 39, 26]"
4393,"[62, 29, 24]"
4394,"[33, 13, 4]"
4395,"[62, 20, 27]"
4396,"[13, 61, 12]"
4397,"[20, 31, 2]"
4398,"[62, 7, 60]"
4399,"[62, 49, 0]"
4400,"[60, 9, 51]"
4401,"[1, 2, 17]"
4402,"[62, 34, 62]"
4403,"[62, 57, 57]"
4404,"[62, 1, 13]"
4405,"[62, 5, 14]"
4406,"[7, 60, 23]"
4407,"[62, 44, 19]"
4408,"[35, 13, 20]"
4409,"[62, 49, 37]"
4410,"[62, 43, 24]"
4411,"[52, 10, 52]"
4412,"[36, 61, 9]"
4413,"[21, 22, 11]"
4414,"[58, 35, 40]"
4415,"[61, 17, 38]"
4416,"[62, 60, 23]"
4417,"[1, 55, 56]"
4418,"[0, 62, 3]"
4419,"[62, 1, 32]"
4420,"[62, 42, 62]"
4421,"[53, 23, 8]"
4422,"[62, 51, 44]"
4423,"[52, 28, 17]"
4424,"[22, 11, 36]"
4425,"[52, 44, 12]"
4426,"[0, 63, 53]"
4427,"[36, 4, 49]"
4428,"[62, 12, 32]"
4429,"[52, 35, 61]"
4430,"[1, 60, 51]"
4431,"[1, 55, 19]"
4432,"[62, 49, 0]"
4433,"[62, 0, 42]"
4434,"[52, 10, 45]"
4435,"[1, 54, 40]"
4436,"[62, 63, 41]"
4437,"[52, 45, 53]"
4438,"[60, 22, 5]"
4439,"[62, 47, 34]"
4440,"[60, 48, 26]"
4441,"[62, 36, 7]"
4442,"[62, 12, 25]"
4443,"[1, 58, 21]"
4444,"[62, 58, 62]"
4445,"[36, 52, 30]"
4446,"[8, 59, 48]"
4447,"[36, 15, 20]"
4448,"[62, 40, 10]"
4449,"[62, 40, 10]"
4450,"[52, 4, 54]"
4451,"[52, 11, 36]"
4452,"[51, 25, 1]"
4453,"[52, 45, 5]"
4454,"[12, 5, 35]"
4455,"[62, 33, 63]"
4456,"[4, 50, 18]"
4457,"[62, 29, 24]"
4458,"[62, 7, 22]"
4459,"[26, 53, 28]"
4460,"[49, 25, 59]"
4461,"[26, 20, 47]"
4462,"[19, 21, 35]"
4463,"[57, 15, 26]"
4464,"[35, 53, 58]"
4465,"[45, 24, 29]"
4466,"[62, 0, 17]"
4467,"[17, 17, 48]"
4468,"[62, 8, 43]"
4469,"[52, 26, 31]"
4470,"[62, 32, 15]"
4471,"[35, 21, 49]"
4472,"[62, 46, 37]"
4473,"[62, 47, 57]"
4474,"[22, 41, 28]"
4475,"[62, 16, 40]"
4476,"[62, 55, 44]"
4477,"[58, 2, 52]"
4478,"[52, 28, 30]"
4479,"[3, 52, 21]"
4480,"[62, 55, 38]"
4481,"[42, 30, 31]"
4482,"[22, 50, 61]"
4483,"[61, 58, 28]"
4484,"[62, 22, 28]"
4485,"[52, 10, 8]"
4486,"[62, 26, 0]"
4487,"[52, 45, 18]"
4488,"[21, 48, 37]"
4489,"[62, 36, 7]"
4490,"[62, 55, 56]"
4491,"[19, 25, 49]"
4492,"[1, 12, 7]"
4493,"[21, 47, 22]"
4494,"[52, 44, 3]"
4495,"[1, 2, 27]"
4496,"[42, 19, 41]"
4497,"[62, 20, 63]"
4498,"[62, 27, 11]"
4499,"[62, 0, 7]"
4500,"[21, 61, 52]"
4501,"[62, 49, 37]"
4502,"[62, 19, 54]"
4503,"[62, 42, 22]"
4504,"[62, 62, 17]"
4505,"[52, 24, 8]"
4506,"[62, 63, 55]"
4507,"[62, 33, 19]"
4508,"[57, 60, 13]"
4509,"[32, 1, 39]"
4510,"[2, 40, 16]"
4511,"[62, 7, 60]"
4512,"[62, 51, 44]"
4513,"[33, 53, 5]"
4514,"[52, 30, 31]"
4515,"[62, 34, 62]"
4516,"[0, 52, 41]"
4517,"[38, 18, 38]"
4518,"[62, 16, 15]"
4519,"[62, 49, 40]"
4520,"[62, 49, 0]"
4521,"[53, 14, 26]"
4522,"[62, 23, 33]"
4523,"[62, 51, 24]"
4524,"[35, 38, 58]"
4525,"[1, 18, 16]"
4526,"[62, 58, 28]"
4527,"[9, 24, 47]"
4528,"[48, 46, 43]"
4529,"[15, 43, 4]"
4530,"[62, 57, 34]"
4531,"[17, 17, 2]"
4532,"[62, 17, 53]"
4533,"[19, 25, 49]"
4534,"[62, 31, 19]"
4535,"[62, 63, 43]"
4536,"[52, 8, 35]"
4537,"[57, 27, 30]"
4538,"[57, 14, 32]"
4539,"[62, 35, 10]"
4540,"[5, 39, 12]"
4541,"[62, 57, 14]"
4542,"[52, 28, 18]"
4543,"[62, 59, 34]"
4544,"[59, 56, 1]"
4545,"[60, 40, 23]"
4546,"[22, 41, 52]"
4547,"[0, 5, 21]"
4548,"[52, 9, 43]"
4549,"[52, 9, 46]"
4550,"[52, 6, 11]"
4551,"[33, 13, 47]"
4552,"[21, 37, 53]"
4553,"[62, 0, 16]"
4554,"[61, 37, 39]"
4555,"[0, 10, 6]"
4556,"[4, 61, 48]"
4557,"[22, 50, 30]"
4558,"[59, 4, 23]"
4559,"[62, 36, 55]"
4560,"[21, 26, 52]"
4561,"[52, 10, 35]"
4562,"[52, 6, 55]"
4563,"[48, 23, 20]"
4564,"[10, 11, 25]"
4565,"[10, 41, 9]"
4566,"[10, 13, 58]"
4567,"[58, 56, 27]"
4568,"[62, 16, 33]"
4569,"[52, 9, 46]"
4570,"[49, 45, 53]"
4571,"[52, 10, 18]"
4572,"[57, 35, 50]"
4573,"[13, 38, 29]"
4574,"[62, 33, 14]"
4575,"[10, 29, 20]"
4576,"[8, 39, 51]"
4577,"[8, 20, 51]"
4578,"[10, 29, 48]"
4579,"[52, 44, 12]"
4580,"[62, 59, 32]"
4581,"[62, 32, 42]"
4582,"[1, 18, 21]"
4583,"[62, 57, 57]"
4584,"[52, 30, 2]"
4585,"[33, 12, 59]"
4586,"[13, 54, 29]"
4587,"[32, 1, 45]"
4588,"[57, 3, 35]"
4589,"[62, 47, 10]"
4590,"[52, 15, 54]"
4591,"[10, 15, 9]"
4592,"[33, 4, 61]"
4593,"[33, 13, 27]"
4594,"[5, 60, 40]"
4595,"[38, 44, 12]"
4596,"[62, 33, 3]"
4597,"[62, 7, 60]"
4598,"[52, 28, 36]"
4599,"[12, 5, 2]"
4600,"[62, 52, 21]"
4601,"[33, 21, 26]"
4602,"[62, 55, 24]"
4603,"[1, 2, 26]"
4604,"[62, 32, 56]"
4605,"[46, 54, 6]"
4606,"[62, 34, 62]"
4607,"[38, 6, 36]"
4608,"[62, 48, 11]"
4609,"[22, 47, 10]"
4610,"[62, 12, 32]"
4611,"[1, 2, 40]"
4612,"[1, 12, 25]"
4613,"[52, 11, 36]"
4614,"[12, 5, 41]"
4615,"[48, 14, 27]"
4616,"[62, 14, 50]"
4617,"[42, 50, 61]"
4618,"[62, 55, 56]"
4619,"[16, 8, 30]"
4620,"[52, 25, 31]"
4621,"[62, 56, 14]"
4622,"[19, 11, 20]"
4623,"[9, 45, 58]"
4624,"[13, 61, 29]"
4625,"[62, 44, 8]"
4626,"[62, 28, 59]"
4627,"[46, 3, 23]"
4628,"[10, 4, 48]"
4629,"[62, 17, 53]"
4630,"[10, 15, 48]"
4631,"[0, 10, 6]"
4632,"[60, 33, 55]"
4633,"[62, 55, 44]"
4634,"[62, 8, 43]"
4635,"[49, 25, 49]"
4636,"[10, 15, 49]"
4637,"[52, 62, 35]"
4638,"[33, 21, 38]"
4639,"[19, 7, 39]"
4640,"[1, 2, 4]"
4641,"[33, 37, 5]"
4642,"[5, 39, 1]"
4643,"[62, 49, 22]"
4644,"[60, 9, 4]"
4645,"[0, 10, 62]"
4646,"[2, 7, 6]"
4647,"[52, 4, 54]"
4648,"[26, 20, 59]"
4649,"[36, 35, 12]"
4650,"[62, 42, 13]"
4651,"[35, 21, 58]"
4652,"[62, 46, 57]"
4653,"[48, 32, 1]"
4654,"[22, 61, 51]"
4655,"[36, 35, 9]"
4656,"[62, 34, 15]"
4657,"[62, 36, 7]"
4658,"[13, 54, 51]"
4659,"[62, 9, 46]"
4660,"[62, 36, 44]"
4661,"[62, 44, 13]"
4662,"[13, 38, 29]"
4663,"[62, 18, 22]"
4664,"[62, 51, 33]"
4665,"[48, 45, 52]"
4666,"[62, 51, 63]"
4667,"[19, 24, 47]"
4668,"[45, 39, 20]"
4669,"[62, 52, 34]"
4670,"[62, 59, 32]"
4671,"[33, 13, 58]"
4672,"[62, 43, 34]"
4673,"[62, 43, 24]"
4674,"[62, 28, 33]"
4675,"[62, 47, 62]"
4676,"[62, 57, 57]"
4677,"[62, 27, 47]"
4678,"[62, 63, 3]"
4679,"[1, 19, 21]"
4680,"[45, 40, 39]"
4681,"[62, 56, 53]"
4682,"[62, 0, 42]"
4683,"[62, 34, 28]"
4684,"[62, 44, 0]"
4685,"[53, 4, 26]"
4686,"[62, 49, 37]"
4687,"[52, 26, 3]"
4688,"[62, 29, 13]"
4689,"[20, 31, 2]"
4690,"[60, 26, 55]"
4691,"[62, 57, 19]"
4692,"[1, 58, 60]"
4693,"[45, 40, 39]"
4694,"[26, 6, 35]"
4695,"[26, 52, 30]"
4696,"[26, 6, 9]"
4697,"[1, 58, 10]"
4698,"[26, 6, 36]"
4699,"[46, 41, 52]"
4700,"[1, 12, 25]"
4701,"[42, 50, 61]"
4702,"[62, 30, 41]"
4703,"[53, 23, 8]"
4704,"[42, 50, 54]"
4705,"[42, 27, 19]"
4706,"[45, 1, 7]"
4707,"[1, 38, 21]"
4708,"[62, 34, 22]"
4709,"[60, 28, 4]"
4710,"[62, 0, 46]"
4711,"[62, 8, 17]"
4712,"[42, 32, 54]"
4713,"[58, 53, 45]"
4714,"[62, 56, 40]"
4715,"[62, 42, 41]"
4716,"[52, 62, 35]"
4717,"[62, 29, 15]"
4718,"[60, 60, 23]"
4719,"[33, 21, 28]"
4720,"[62, 54, 26]"
4721,"[42, 30, 31]"
4722,"[59, 17, 1]"
4723,"[60, 33, 12]"
4724,"[20, 31, 2]"
4725,"[62, 19, 42]"
