uid,pid_sequence
223,"[324, 821, 537, 1202, 2400, 2400, 2790, 2196, 1981, 2790, 2196, 3122, 2790, 3300, 1534, 848, 2883, 848, 369, 2500, 1711, 1711, 1740, 2790, 2790, 821, 2400, 28, 1534, 991, 2614, 2790, 2400, 3954, 26, 1762, 1749, 18, 2400, 2400, 2196, 2400, 991, 1767, 2373, 3248, 1754, 2883, 28, 4028, 4539, 1729, 4539, 763, 1767, 3143, 1752, 1914, 4028, 4539, 2400, 2196, 2241, 1950, 82, 4539, 2577, 2400, 1767, 4028, 4135, 1740, 3120, 3294, 4539, 821, 1555, 2905, 3364, 3404, 2373, 3290, 3294, 3622, 2690, 4291, 1563, 26, 4757, 2540, 1767, 4757, 1981, 256, 2878, 4028, 4757, 2196, 1534, 1749, 3140, 4757, 4539, 4028, 1075, 2196, 1339, 2400, 2552, 4135, 2152, 3294, 3404, 4539, 2196, 1563, 2883, 4541, 2196, 1816, 3120, 831, 1816, 312, 442, 2644, 1534, 2384, 763, 1981, 324, 3322, 2400, 1145, 4757, 3511, 2400, 3511, 4757, 2400, 2152, 3832, 4893, 4855, 1379, 333, 4797, 2400, 848, 3511, 2152, 4539, 1977, 4757, 3511, 3511, 2196, 1975, 3511, 4097, 3094, 2480, 3246, 3511, 3511, 1981, 3511]"
224,"[325, 2256, 3874, 3874, 4656, 4656, 4656, 4656, 3874, 4656, 2256, 4656, 4656, 3244, 82, 3704, 4656, 4656, 4656, 4656, 4656, 4656, 4656, 3874, 4656, 4656, 3874, 4656, 4656, 4656]"
225,"[324, 36, 443, 1078, 1078, 324, 2216, 2216, 1911, 324, 1156, 1078, 2623, 2623, 2687, 1078, 324, 1078, 324, 2586, 2586, 2586, 2216, 1911, 1078, 2687, 1015, 2586, 2216, 1078, 1034, 69, 598, 3000, 1078, 2687, 159, 1911, 1078, 69, 2623, 324, 2623, 2216, 1389, 4228, 324, 2586, 2586, 2216, 1398, 2216, 1911, 649, 324, 4289, 3199, 324, 2586, 2586, 2216, 2623, 2623, 2368, 4228, 598, 4228, 1078, 2687, 249, 2586, 2216, 2586, 2216, 955, 2586, 1911, 649, 2687, 1078, 4228, 4209, 2586, 94, 257, 2216, 159, 3553, 2216, 1911, 649, 138, 4228, 4589, 4228, 2216, 4228, 598, 2216, 2216, 324, 4228, 2687, 598, 4228, 1911, 4228, 4228, 2623, 102, 1078, 2216, 2623, 2586, 4801, 1911, 1950, 82, 406, 4228, 2216, 2216, 4228, 324, 4228, 598, 1639, 4228, 4228, 1911, 2241, 4228, 2230, 2230, 406, 2706, 2216, 324, 403, 5079]"
226,"[326, 326, 471, 326, 326, 550, 326, 623, 663, 663, 663, 663, 326, 1199, 326, 1199, 326, 326, 1199, 1199, 663, 623, 1199, 550, 326, 326, 326, 1199, 623, 550, 623, 1199, 1199, 663, 326, 1199, 623, 1199, 326, 550, 1199, 326, 1199, 326, 1199, 326, 326, 550, 663, 663, 663, 326, 1199, 326, 663, 2929, 623, 550, 208, 2953, 326, 1199, 2929, 623, 550, 663, 326, 1199, 2929, 623, 663, 326, 2929, 1199, 550, 326, 1199, 2929, 623, 663, 550, 326, 326, 326, 1199, 623, 550, 663, 326, 1199, 2929, 663, 623, 550, 326, 326, 1199, 2929, 663, 623, 550, 326, 326, 326, 326, 2929, 1199, 663, 623, 550, 326, 326, 1199, 2929, 663, 623, 550, 326, 326, 326, 326, 326, 2929, 663, 623, 550, 1199, 2929, 663, 623, 550, 326, 2929, 1199, 663, 623, 550, 326, 326, 326, 663, 2929, 1199, 550, 326, 2929, 663, 623, 550, 663, 326, 1199, 1199, 2929, 663, 326, 1199, 2929, 623, 1199, 2929, 326, 1199, 663, 2929, 623, 326, 1199, 550, 550, 1199, 2929, 663, 2929, 2929, 2929, 326, 1199, 4360, 326, 2929, 623, 4360, 326, 1199, 1199, 4360, 4360, 326, 4360, 1199, 471, 623, 326, 1199, 2929, 4429, 4360, 4429, 1199, 4360, 4429, 2929, 1199, 4360, 623, 4429, 1199, 2929, 623, 623, 4429, 4429, 2929, 4360, 623, 1199, 623, 623, 2929, 623, 1199, 4429, 1199, 4429, 2929, 4429, 4360, 4360, 4429, 1199, 4429, 1199, 4360, 1199, 623, 2929, 4429, 4360, 4360, 4429, 1199, 623, 4429, 1199, 4429, 1199, 623, 4429, 1199, 2929, 326, 2929, 623, 4429, 1199, 2929, 4360, 4429, 1199, 326, 2929, 623, 550, 4429, 2929, 1199, 4360, 623, 550, 4429, 1199, 2929, 4360, 623, 550, 4429, 1199, 2929, 4360, 623, 550, 2929, 4360, 623, 550, 1199, 2929, 623, 550, 4429, 4429, 1199, 2929, 4360, 623, 550, 4429, 2929, 4360, 4429, 4429, 1199, 2929, 4360, 623, 550, 4429, 1199, 2929, 4360, 550, 4429, 4429, 4429, 2929, 1199, 4360, 550, 4429, 4360, 1199, 623, 550, 550, 4429, 2929, 4360, 550, 4429, 4429, 4429, 1199, 623, 550, 3058, 3497, 4429, 4429, 4429, 1199, 1199, 4360, 623, 550, 4429, 1199, 1199, 623, 550, 4429, 4360, 550, 4429, 4360, 550, 550, 4429, 4429, 4360, 550, 326, 1199, 3372, 2929, 4360, 550, 550, 326, 1199, 4360, 623, 550, 326, 1199, 623, 550, 3372, 326, 623, 4360, 550, 4429, 1199, 4360, 550, 326, 1199, 4360, 550, 326, 1199, 4360, 623, 550, 326, 1199, 4360, 550, 326, 1199, 3372, 623, 550, 326, 550, 4360, 1199, 623, 623, 326, 326, 1199, 1199, 663, 550, 623, 623, 550, 550, 550, 550, 1199, 326, 1199, 1199, 326, 4360, 326, 1199, 4360, 326, 1199, 4360, 550, 326, 1199, 4360, 550, 326, 4360, 550, 550, 326, 326, 1199, 550, 326, 1199, 326, 663, 326, 1199, 550, 4429, 471, 4360, 4360, 550, 326, 471, 550, 326, 1199, 4360, 550, 1199, 4360, 550, 4360, 550, 326, 326, 1199, 4360, 550, 326, 1199, 4360]"
227,"[327, 982, 1083, 982, 1225, 1228, 982, 1240, 1352, 982, 982, 1225, 1228, 982, 327, 1849, 1225, 295, 2242, 2450, 982, 1240, 2450, 2906, 982, 2450, 1228, 982, 1352, 2990, 2906, 2906, 2450, 1225, 982, 1352, 327, 982, 2450, 1228, 2450, 1225, 982, 327, 1225, 982, 327, 1352, 327, 1225, 982, 327, 1240, 83, 327, 3522, 327, 2450, 327, 3522, 1849, 327, 982, 1225, 982, 327, 1352, 3647, 1352, 327, 982, 2450, 1225, 982, 1352, 2450, 1240, 1240, 2450, 1225, 982, 327, 327, 1225, 982, 327, 1240, 2450, 982, 1240, 1352, 982, 982, 327, 3522, 982, 1225, 2450, 982, 327, 327, 3522, 3522, 3536, 1352, 1240, 1225, 982, 327, 1240, 327, 1240, 1352, 982, 2450, 1225, 982, 2450, 982, 982, 1225, 2450, 982, 982, 3522, 2450, 1225, 982, 1240, 982, 2450, 1225, 982, 327, 1240, 327, 982, 2450, 1225, 982, 327, 1240, 1240, 327, 3522, 327, 2450, 982, 327, 1240, 1240, 2668, 327, 3522, 327, 982, 2450, 1225, 982, 327, 1352, 2990, 982, 2450, 2450, 1225, 982, 327, 66, 327, 1849, 3522, 2450, 982, 327, 1352, 327, 3522, 327, 982, 2450, 2450, 327, 3522, 327, 982, 2450, 982, 2450, 982, 327, 982, 1240, 2450, 982, 327, 982, 2450, 327, 982, 982, 327, 1849, 3522, 27, 3516, 2990, 982, 982, 1240, 1352, 982, 2450, 327, 1240, 1849, 982, 2450, 2052, 1240, 982, 3522, 1240, 982, 3341, 3522, 327, 2189, 982, 1352, 1849, 982, 3522, 1849, 1352, 1849, 3522, 982, 2450, 2450, 982, 4785, 4785, 2450, 4785, 2176, 4785, 1352, 982, 4785, 982, 982, 3522, 982, 327, 3522, 982, 4785, 982, 2450, 982, 3522, 2450, 982, 4785, 982, 1849, 3522, 2450, 982, 4785, 1202, 1104, 2645, 4785, 83, 982, 2227, 3522, 2450, 3522, 2933, 2450, 4785, 982, 3522, 551, 4785, 3618, 2176, 4785, 3522, 982, 4785, 982, 982, 2450, 3522, 327, 1943, 3522, 2450, 3522, 3590, 2450, 3522, 3522, 982, 982, 2450, 982, 3522, 982, 2450, 982, 2450, 2450, 982, 1352, 3522, 982, 138, 982, 2450, 138, 982, 138, 2450, 982, 2437, 2450, 982, 982, 3522, 1849, 2450, 38, 982, 1849]"
228,"[328, 798, 1147, 1427, 1538, 798, 446, 1656, 2873, 798, 1451, 1075, 23, 3328, 798, 798, 798, 798, 3104, 798, 1656, 1729, 3860, 798, 798, 26, 328, 798, 1659, 2427, 3276, 798, 798, 3580, 798, 4242, 798, 798, 1759, 446, 2913, 798, 1456, 798, 798, 798, 2477, 3224, 798, 798, 798, 61, 61, 798, 1427, 798, 798, 798, 4100, 798, 798, 798, 1475, 798, 798, 798, 798, 4042, 1729, 798, 798, 328, 798, 798, 3877, 3099, 798, 1035, 798, 798, 798, 1381, 3681, 798, 2290, 1381, 2542, 4598, 798, 798, 4554, 798, 1147, 798, 1589, 798, 798, 798, 798, 1925, 324, 5053, 798, 798, 1750, 798, 4009]"
229,"[332, 2570, 3077, 1691, 31, 1576, 31, 4263, 4263, 4263, 4263, 4263, 363, 4263, 4263, 4263, 31, 31, 4263, 4263, 31, 4263, 31, 761, 1691, 31, 102, 4116, 4263, 324, 31, 31, 4263, 31, 4263, 3142, 31, 31, 3142, 4263, 3077, 31, 31, 4971, 2736, 1276, 4263, 31, 4263, 31, 31, 4263, 31, 3681, 31, 31, 31, 442, 1797, 4263]"
230,"[334, 369, 1812, 1864, 2726, 369, 3114, 1170, 2915, 3856, 1158, 2284, 4016, 1487, 2923, 2354, 3670, 1812, 26, 285, 1893, 1173, 4120, 3977, 3276, 3436, 3670, 2284, 406, 2971, 4348, 1982, 3013, 4893, 5048, 3900, 3824, 1785]"
231,"[335, 490, 676, 335, 1189, 676, 676, 335, 757, 2024, 335, 2369, 335, 443, 2369, 335, 1762, 1762, 757, 757, 676, 3340, 335, 676, 335, 3531, 2369, 335, 3262, 3855, 757, 2369, 676, 335, 1638, 1392, 676, 2369, 1762, 757, 1918, 3792, 335, 335, 2369, 1762, 335, 4229, 4229, 1979, 3905, 335, 335, 443, 335, 335, 3194, 2816, 3218, 1466, 335, 1158, 4463, 4572, 61, 61, 335, 383, 757, 676, 4463, 4572, 4572, 2369, 335, 335, 339, 3098, 337, 4463, 4572, 4700, 4572, 676, 335, 3194, 4572, 2369, 335, 337, 4233, 3194, 383, 335, 3742, 1158, 335, 335, 335, 2369, 676, 490, 4229, 406, 335, 335, 676, 3073, 676, 335, 3266, 335, 4463, 4572, 61, 3344, 676, 335, 3442, 1168, 1979, 676, 324, 4572, 4572, 335, 337, 335, 335, 2369, 711, 2676, 335, 3262, 3698, 335, 335, 676, 2369, 4089, 2897, 1907, 2369, 4463, 4506, 4506, 676, 4506, 1077, 676, 3855, 3187, 676, 2695, 676, 2334, 1745]"
232,"[320, 891, 999, 891, 1464, 1484, 1528, 1735, 1820, 891, 891, 891, 2621, 2828, 320, 3152, 1018, 319, 891, 891, 1803, 891, 1576, 3622, 891, 1526, 61, 891, 891, 2275, 3312, 891, 891, 4276, 891, 3251, 1988, 2739, 891, 4028, 2621, 2828, 891, 23, 3343, 891, 1966, 891, 891, 320, 3447, 4028, 891, 3847, 891, 320, 3788, 891, 3187, 891, 2676, 1621, 612, 1982, 3847, 1820, 3847, 3343, 3905, 197, 36, 2462, 891, 891, 891, 891, 891, 3436, 3847, 891, 4145, 336, 4801, 891, 406, 406, 336, 891, 891, 891, 336, 891, 3563, 3611, 891, 891, 4541, 3611, 891, 3906, 3286, 891, 891, 891, 3611, 891, 891, 2739, 1927, 3343, 2539, 891]"
233,"[336, 525, 1464, 1104, 336, 2817, 2824, 525, 1688, 525, 1081, 1464, 3312, 2824, 1104, 3324, 1464, 2817, 2817, 2817, 2824, 3139, 1104, 3312, 525, 2304, 353, 2817, 1202, 1576, 2818, 2824, 2824, 2817, 1688, 4189, 525, 2824, 2824, 1659, 2824, 1104, 2817, 1104, 2824, 2817, 2817, 2824, 1668, 507, 2304, 61, 2824, 1976, 2824, 1520, 2824, 2304, 1081, 3312, 2824, 2513, 1075, 4754, 4754, 1964, 1614, 1464, 3847, 2824, 1832, 3152, 525, 3152, 2824, 353, 3845, 525, 4753, 2817, 2539, 1576, 2304, 1735, 1976]"
234,"[337, 226, 257, 520, 520, 24, 520, 2160, 257, 226, 170, 2204, 2319, 226, 257, 520, 226, 2601, 170, 179, 1879, 2319, 226, 257, 520, 249, 2204, 249, 249, 2293, 2975, 2204, 3020, 2319, 151, 1021, 260, 3106, 2204, 2975, 3218, 357, 1861, 2204, 2319, 226, 257, 2004, 2160, 257, 226, 170, 2204, 3379, 337, 2204, 2160, 257, 226, 3484, 2204, 1577, 2319, 226, 520, 520, 2160, 257, 226, 170, 2204, 2319, 226, 257, 520, 3700, 2160, 257, 226, 170, 2204, 3700, 3700, 337, 337, 3829, 3871, 337, 1217, 3484, 2204, 226, 257, 2160, 257, 226, 558, 170, 2204, 510, 2204, 2319, 226, 257, 520, 2160, 226, 3968, 2160, 257, 226, 1015, 249, 1685, 3016, 226, 257, 2160, 257, 2204, 3484, 2319, 151, 1021, 260, 2293, 2204, 3829, 3921, 226, 257, 520, 257, 226, 170, 2477, 363, 363, 226, 257, 520, 2472, 2160, 257, 3218, 2204, 1861, 151, 1021, 3484, 3829, 4276, 134, 257, 380, 2160, 226, 170, 2204, 257, 520, 2160, 226, 3484, 2204, 226, 3528, 2204, 1577, 2204, 1861, 2319, 151, 1021, 3211, 2204, 3829, 3921, 226, 257, 520, 1101, 1101, 520, 2160, 257, 226, 170, 2204, 1861, 2319, 2921, 2319, 257, 2160, 257, 170, 3484, 2204, 3791, 3331, 226, 257, 520, 380, 2160, 257, 170, 2204, 2319, 151, 1021, 4527, 1112, 1520, 151, 23, 3256, 3921, 520, 257, 2160, 226, 170, 3437, 3437, 4125, 257, 2160, 257, 226, 170, 3968, 3484, 4589, 1170, 2204, 4589, 3379, 4211, 3484, 226, 257, 226, 170, 2293, 337, 616, 3484, 226, 257, 520, 380, 520, 226, 257, 520, 520, 2160, 257, 226, 2913, 2204, 3968, 4211]"
235,"[338, 1864, 3373, 3373, 3300, 3300, 3300, 3373, 897, 3373, 338, 3373, 338, 2202, 406, 3373, 1075, 4303, 745, 3373, 3373, 3373, 3373, 2202, 3373, 3373, 3373, 3373, 338, 3373, 3373, 3373, 3373, 3373, 3373, 3373, 3373, 330, 3373, 897, 2828, 324, 1465, 3373, 2999, 3373, 3373, 3373, 338, 3373, 3373, 3373, 3373, 338, 3373, 313, 3196, 2868, 3486, 3373, 3373, 3373, 3373, 3373, 3373, 3373, 3258, 3373, 3486, 3373, 338, 3373, 2999, 3373, 3373, 3373, 3373, 3373, 3373, 3373, 4633, 3373, 4633, 3373, 3373, 3486, 3373, 3373, 4985, 3486, 3373, 4985, 4985, 4985, 2464, 3373, 4985, 4985, 4985, 4985, 338]"
236,"[339, 462, 83, 1304, 83, 1304, 2184, 2268, 986, 2794, 1304, 61, 1304, 1309, 986, 2268, 1304, 2794, 324, 83, 927, 1304, 324, 83, 1304, 1304, 2806, 1746, 83, 1304, 3807, 2794, 61, 1304, 1304, 2794, 318, 1304, 1304, 2794, 1304, 4278, 1304, 2794, 1362, 3209, 3209, 443, 2794, 1304, 412, 83, 1304, 1733, 1733, 1927, 83, 83, 1304, 1304, 83, 1304, 443, 1304, 1304, 1107, 1304, 1304, 3305, 3635, 4523, 83, 1304, 1304, 2794, 2806, 2268, 469, 226, 1304, 2794, 83, 1304, 1730, 83, 1304, 1304, 1304, 3807, 2268, 3835, 61, 1304, 1304, 2537, 3807, 1304, 2184, 684, 2794, 2268, 128, 4278]"
237,"[340, 341, 1272, 324, 1298, 1299, 340, 1447, 341, 341, 1272, 324, 2106, 1298, 1299, 2179, 2278, 341, 2278, 341, 1298, 1299, 1447, 1272, 324, 2106, 1299, 2278, 341, 1272, 324, 2106, 1298, 2278, 341, 341, 38, 1272, 324, 2106, 1299, 1298, 2278, 340, 341, 1272, 324, 2106, 1298, 1299, 2179, 2278, 340, 341, 1272, 324, 2106, 1299, 1298, 2278, 341, 1272, 324, 2106, 1299, 1298, 341, 341, 1272, 324, 2106, 1299, 1298, 2278, 341, 1272, 324, 2106, 1299, 1298, 1272, 341, 1272, 394, 993, 102, 654, 1272, 394, 993, 102, 654, 443, 1299, 1298, 324, 341, 340, 1447, 806, 2278, 341, 1272, 324, 2106, 1299, 1298, 2278, 172, 3604, 170, 1576, 1313, 341, 2606, 3239, 4248, 341, 341, 1272, 324, 2106, 1298, 1299, 4173, 2278, 324, 2106, 1299, 1298, 1272, 324, 2106, 1298, 1299, 341, 2278, 4248, 406, 340, 3690, 324, 1299, 443, 102, 1445, 2712, 2606, 406, 1272, 2106, 1299, 2278, 340, 341, 1272, 324, 2106, 1299, 1298, 443, 2278, 341, 1272, 324, 2106, 1298, 1299, 3854, 1272, 324, 2106, 1298, 1299, 2278, 341, 341, 1272, 324, 2106, 1298, 1299, 4173, 341, 1272, 324, 1298, 1299, 4173, 2278, 341, 1272, 324, 2106, 1298, 1299, 379, 341, 4589, 1447, 341, 4589, 1272, 324, 2106, 1298, 1299, 2995, 2278, 2106, 1298, 1299, 2278, 1272, 324, 2106, 1298, 1299, 341, 1272, 324, 2106, 1298, 341, 1272, 324, 2106, 1298, 1299, 324, 2106, 1299, 1298, 443, 2470, 102, 341, 1272, 324, 2106, 1299, 1298, 443, 2470, 102, 1447, 341, 1272, 324, 2106, 1298, 1299, 4209, 341, 341, 340, 341, 1272, 324, 2106, 1298, 341, 1272, 324, 993, 341, 4358, 1272, 324, 2106, 1299, 341, 4358, 324, 2106, 1298, 1299, 4248, 341, 4358, 1447, 1447, 341, 1272, 324, 1298, 1299, 4173, 341, 1272, 324, 2106, 1298, 1299, 3492, 1272, 324, 2106, 1298, 1299, 341, 4358, 1272, 2106, 1298, 1299, 4358, 341, 341, 4248, 1272, 324, 2106, 1298, 1299, 4173, 341, 1272, 324, 2106, 1298, 1299, 1447, 4358, 1447, 341, 4358, 3436, 1272, 324, 141, 4358, 341, 1272, 324, 2106, 1298, 1299, 4358, 4358, 1272, 324, 1298, 1299, 4173, 341, 4358, 1272, 2106, 1299, 341, 4358, 1272, 1298, 1299, 3694, 340, 4358, 341, 4358, 1272, 324, 2106, 1298, 1299, 4358, 1272, 324, 1299, 2106, 1298, 4476, 341, 1447, 4358, 341, 324, 1298, 1299, 1879, 1272, 324, 2106, 1298, 2179, 341, 4358, 324, 2278, 1299, 1298, 4358, 379, 1298, 1299, 4173, 4358, 341, 4358, 341, 341, 1272, 324, 2106, 1298, 1299, 4358, 341, 4358, 341, 4358, 4358, 3690, 4358, 341, 4358, 2163, 341, 4358, 3298, 340, 341, 4358, 341, 4358, 406, 2968, 1851]"
238,"[342, 354, 1380, 1572, 1729, 175, 1664, 2694, 2570, 1614, 900, 354, 117, 254, 900, 2481, 3141, 254, 175, 1380, 406, 254, 2444, 3507, 354, 354, 400, 1212, 2444, 1724, 4534, 757, 354, 757, 3844, 2016, 4356, 354, 354, 757, 4356, 2444, 3798, 883, 1724, 1548, 3507, 3604, 1380, 1752, 4182, 406, 354]"
239,"[343, 1310, 1509, 1729, 226, 2192, 1205, 2952, 2952, 2952, 2377, 176, 2952, 1804, 2887, 4480, 159, 176, 159, 3229, 2952, 3229, 2952, 2952, 176, 1183, 324, 3213, 324, 1389, 455, 455, 3602, 324, 1183, 159, 3075, 2952, 1170, 2192, 324, 617, 1622, 324, 324, 1638, 1804, 1238, 2952, 1238, 2192, 4829, 324, 4829, 1238, 4829, 4829, 2952, 1804, 333, 226, 1405]"
240,"[350, 151, 556, 1278, 556, 1350, 1852, 2043, 2169, 1278, 556, 1278, 556, 2169, 1278, 2848, 1278, 867, 1889, 3181, 429, 1278, 3477, 3487, 1278, 556, 170, 3342, 1278, 556, 1278, 1278, 1219, 1278, 3477, 1278, 556, 3477, 1278, 1042, 102, 1278, 1616, 3477, 1278, 1278, 170, 1659, 151, 1659, 1278, 1278, 1278, 3342, 3477, 1852, 1278, 256, 3514, 1737, 2169, 2744, 3477, 1278, 556, 3477, 1278, 1278, 1278, 69, 36, 2848, 1278, 1861, 1317, 1278, 4432, 3342, 517, 1682, 3477, 1278, 2848, 1278, 4519, 556, 4519, 3342, 3715, 3477, 3590, 1278, 3477, 1616, 1010, 2169, 3487, 2234, 2169, 1278, 1278, 324, 1737, 556, 2848, 1278, 3487, 2848, 556, 1278, 3342, 1861, 1317, 2041, 378, 2169, 1317, 1317, 1278]"
241,"[351, 561, 562, 561, 561, 561, 1390, 561, 351, 44, 562, 598, 44, 351, 44, 1759, 562, 351, 44, 561, 3060, 3143, 562, 561, 3206, 561, 351, 44, 561, 351, 44, 1641, 351, 44, 562, 598, 1641, 1390, 351, 3749, 562, 351, 44, 561, 1390, 351, 44, 1759, 351, 44, 1641, 561, 1390, 562, 561, 2572, 351, 44, 1081, 562, 1641, 561, 2572, 351, 1390, 598, 561, 2572, 351, 2036, 1641, 561, 561, 1390, 561, 561, 562, 561, 1641, 2572, 2572, 351, 44, 1196, 561, 2572, 351, 44, 2036, 1641, 1390, 562, 561, 44, 562, 1641, 2572, 351, 44, 1641, 1390, 44, 2572, 351, 1641, 2036, 1390, 561, 2572, 44, 1641, 561, 561, 2572, 1641, 561, 2036, 1641, 561, 1390, 562, 1390, 561, 2572, 351, 562, 1641, 561, 2572, 351, 44, 562, 1641, 561, 1390, 2572, 1641, 1390, 363, 562, 3206, 1641, 44, 351, 2572, 1641, 561, 2572, 351, 562, 1641, 598, 44, 1222, 102, 1445, 1641, 562, 1641, 1081, 1464, 777, 18, 562, 1641, 1641, 598, 4803, 507, 2964, 2036, 1081, 1641, 598, 4803, 1641, 351, 2572, 1641, 4803, 2572, 351, 44, 1641, 598, 1390, 562, 1641, 2572, 351, 44, 562, 1641, 598, 4803, 4848, 4848, 4803, 1390, 44, 2572, 351, 1641, 1641, 598, 4803, 2036, 598, 1641, 1390, 2572, 351, 44, 1641, 562, 1641, 598, 1641, 1390, 4803, 1641, 598, 351, 44, 2036, 1641, 1390, 4803, 1641, 598, 2614, 3749, 2036, 4803, 1641, 116, 210, 116, 44, 2572, 2572, 44, 31, 2036, 4803, 2036]"
242,"[352, 1359, 1359, 1359, 2810, 1359, 1359, 2810, 1359, 1359, 2810, 1359, 1359, 2810, 2810, 1359, 2810, 2810, 352, 2810, 2810, 2810, 2810, 1400, 4784, 1359, 2810, 1359, 3850, 2810, 1359, 3876, 1077, 2810, 3682, 1359, 2810, 4541, 4784, 1359, 1359, 3200, 2810, 4784, 4598, 1359, 3678, 1614, 4784, 1952, 2810, 1464, 82, 249, 2810, 2810, 4552, 352, 61]"
243,"[353, 436, 1635, 93, 1975, 2049, 2299, 2866, 2007, 3103, 2513, 427, 1977, 93, 3531, 1749, 559, 1380, 356, 1977, 1475, 2714, 1010, 1458, 1572, 93, 2883, 366, 1119, 3123, 4226, 3790, 2571, 1977, 3682, 456, 93, 4276, 288, 1977, 93, 2788, 2745, 2481, 4023, 3757, 1380, 1977, 2788, 1990, 883, 13, 93, 1977, 324, 1526, 93, 324, 1128, 1977, 93, 93, 4077, 1381, 3097, 1977, 1458, 4023, 3860, 3378, 1458, 1977, 3877, 93, 2968, 3061, 93, 4688, 2788, 1927, 3224, 1010, 1010, 1967, 1977, 324, 1977, 1977, 312, 2822, 324, 406, 1592, 2553, 1767, 324, 1458, 378, 93, 2878, 324, 2046, 1977, 3669, 1784, 1458, 2564, 771, 2788, 324, 4023, 1458, 403, 195, 4023]"
244,"[357, 1323, 2872, 360, 1951, 3520, 1323, 3673, 1530, 3520, 1323, 3899, 1323, 3884, 1445, 1323, 3884, 293, 102, 2478, 1576, 1323, 1614, 2890, 1792, 2890, 3179, 1576, 1323, 35, 36, 1638, 1015, 3139, 3012, 1323, 3089, 1873, 1323, 3760, 3743, 1541, 624, 3884, 1576, 3760, 3884, 3257, 1638, 1638, 1004, 3020, 3884, 3089, 3884, 3089, 3884, 3899, 3884, 3884, 3089, 1323, 1576, 1576, 1323, 3752, 1445, 3520, 2890, 1918, 293, 249, 3520]"
245,"[357, 745, 1214, 2480, 428, 3418, 337, 3527, 2483, 1147, 3779, 2873, 324, 406, 3418, 3971, 436, 3418, 1656, 1191, 1018, 4153, 2110, 1656, 1656, 2110, 3971, 3418, 2110, 2110, 1656, 1018, 3971, 3418, 3971, 2290, 3418, 3971, 1018, 324, 2399, 3971, 3418, 3418, 2399, 3418, 3418, 3418, 2399, 2298, 43, 2399, 59, 59, 59, 3418, 3418, 3418, 18, 3418, 3971, 4008, 1018, 1767, 324, 78, 3971, 241, 557, 3550, 3418, 59, 3418, 4962, 4962, 2399, 4962, 3971, 4962, 4962, 4814, 3854, 2109, 4414, 2444, 1964, 4409, 4962, 745, 4962, 2451, 187, 745, 1157, 4962, 5002, 4962]"
246,"[362, 787, 362, 362, 959, 362, 787, 1244, 1246, 1245, 362, 787, 1246, 3746, 1244, 959, 1245, 3866, 787, 1245, 959, 1678, 1246, 362, 787, 3746, 787, 3403, 3866, 787, 1246, 1245, 1244, 787, 1707, 362, 787, 959, 787, 362, 1244, 787, 959, 3746, 1246, 787, 1245, 787, 1245, 1244, 362, 787, 1244, 959, 3866, 1246, 1245, 4394, 959, 362, 3866, 787, 1246, 3866, 1244, 959, 1555, 787, 1246, 1244, 3866, 4394, 787, 959, 1246, 3866, 1244, 1245, 787, 1245, 3866, 1246, 959, 31, 1246, 1244, 1245, 959, 1244, 787, 1245, 1246, 1245, 1244, 787, 1246, 3494, 3494, 362, 1244, 3866, 1246, 959, 4394, 1246, 1245, 1244, 3866, 787, 787, 1245, 787, 3866, 1244, 1246, 787, 1245, 1244, 1246, 959, 1245, 3866, 104, 1245, 787, 1244, 3866, 1246, 959, 1403, 2841, 3746, 1245, 1244, 787, 4825, 1245, 787, 1244, 4825, 959, 4825, 1245, 4394, 959, 787, 1244, 4825, 4825, 3746, 4825, 1245, 1244, 787, 959, 3746, 362, 3746, 4394, 1244, 4394, 3746, 362, 4825, 4394, 787, 362, 3746, 439]"
247,"[364, 363, 1451, 842, 1313, 2473, 2595, 1112, 151, 2473, 1135, 771, 3470, 2473, 2595, 3254, 3470, 3962, 26, 3962, 3122, 3848, 364, 2473, 2473, 3190, 3470, 2473, 2323, 3962, 3254, 129, 1, 169, 4436, 2660, 61, 61, 1010, 2660, 3470, 2473, 435, 1959, 1135, 3470, 899, 2473, 3470, 3254, 2473, 3962, 3962, 3754, 1729, 2473, 3962, 3254, 2473, 494, 324, 26, 3470, 2473, 4893, 20, 2272]"
248,"[366, 357, 1816, 324, 2131, 443, 1015, 1539, 36, 2493, 324, 324, 357, 2168, 1711, 2501, 429, 3116, 3200, 2168, 2501, 2131, 3871, 249, 3596, 2501, 324, 357, 357, 2764, 3606, 102, 3070, 1209, 363, 1179, 4273, 324, 357, 1078, 4457, 1561, 1078, 357, 324, 4222, 2292, 78, 773, 1561, 1166, 357, 1078, 324, 357, 1015, 443, 3116, 1816, 1078, 2131, 3243, 3494, 429, 1015, 2000, 1078, 357, 4001, 1078, 2501, 324, 324, 1015, 1078, 1078, 226, 1015, 2501, 1078, 324, 1078, 249, 129, 4542, 4598, 324, 324, 812, 1078, 1078, 2501, 324, 324, 1015, 2180, 2477, 3224, 3224, 1578, 1078, 2168, 2131, 4613, 504, 2189, 4613, 1521, 1078, 1745, 2865, 1078, 61]"
